Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One Year,Two Year,PaperlessBilling,BankTransfer,CreditCard,ECheck,MonthlyCharges,FixedCharges,Churn,sample
1,0,1,1,54,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,65.65,21.6,0,FALSE
0,0,0,0,29,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,71,21.1,0,TRUE
1,1,1,0,44,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,89.2,115.4,0,FALSE
1,0,1,1,59,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,86.75,67.75,0,TRUE
0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,55.3,30.25,1,TRUE
0,0,1,1,18,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,61.5,-19.55,0,TRUE
0,0,1,1,22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,55.15,-7.25,1,TRUE
1,0,0,1,33,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,34.05,-9.7,0,TRUE
1,0,1,1,72,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,89.7,-119.1,0,TRUE
0,0,1,0,16,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,84.95,19.05,1,TRUE
1,0,0,0,5,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,43.25,2.75,1,FALSE
1,0,1,1,23,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,48.35,-44.9,1,TRUE
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,79.55,0,1,TRUE
0,1,1,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,71.05,-107.65,1,TRUE
0,0,1,0,68,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,110.8,19.2,0,FALSE
1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,84.5,0,1,FALSE
0,1,1,0,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.3,80.6,0,TRUE
1,0,0,0,67,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,49.35,14.9,0,TRUE
0,1,1,0,67,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,105.6,36.95,0,TRUE
1,1,1,0,72,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,64.45,0.7,0,FALSE
1,0,1,0,71,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,108.6,-19.7,1,TRUE
1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,49.9,0,0,TRUE
1,0,0,0,46,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.3,-13.7,1,FALSE
0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,30.4,17.85,1,TRUE
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.4,0,1,TRUE
0,0,1,0,48,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,65.65,-56.55,0,TRUE
0,0,1,0,61,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,103.3,217.05,0,TRUE
0,0,1,0,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,84.15,-106.85,1,TRUE
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44.45,-6.2,0,TRUE
0,0,0,0,5,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,85.4,-1.1,1,TRUE
0,0,1,1,71,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,89.9,-40.2,0,TRUE
1,0,1,0,37,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,55.05,-6.1,0,TRUE
1,0,1,1,65,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,104.1,-66.45,0,TRUE
0,0,0,1,67,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,106.6,102.5,0,FALSE
1,0,0,1,49,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75.2,-6.5,1,FALSE
1,0,1,1,50,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,70.5,-38.35,0,TRUE
0,0,0,1,17,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,55.85,-11.95,1,TRUE
1,0,1,0,25,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,38.1,17.9,0,TRUE
1,1,0,0,23,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,106.4,36.3,1,FALSE
1,1,1,0,24,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,34.25,6.2,0,TRUE
0,0,0,0,37,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,100.05,108.7,0,TRUE
0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,68.65,51.55,0,TRUE
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.8,0,0,FALSE
0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,75.75,19.8,0,TRUE
1,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,84.4,49.95,1,TRUE
1,0,1,0,51,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,96.4,-5.35,0,TRUE
0,0,0,0,6,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,50.95,1.9,0,TRUE
1,0,1,1,47,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,90.5,64.85,0,TRUE
0,0,1,1,61,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,79.4,-22.85,0,TRUE
0,0,0,0,52,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,58.75,-16.45,0,TRUE
0,0,1,1,35,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,59.45,56.15,0,TRUE
1,0,1,0,71,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,105.7,-32.55,0,TRUE
0,0,0,0,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,56.25,51.6,1,TRUE
1,0,1,0,45,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,53.3,-102.25,0,TRUE
0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,85.55,16.35,1,TRUE
0,0,0,0,4,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,68.65,-13.35,1,TRUE
1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.3,-10.15,0,TRUE
1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,77.85,-12.2,1,TRUE
1,0,0,0,51,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,59.9,-11.3,0,FALSE
1,0,0,0,3,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,105.35,7.2,1,FALSE
1,0,0,0,17,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,95.65,13.95,0,TRUE
0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,87.05,65.7,1,TRUE
1,0,1,1,46,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,81,120.35,0,TRUE
0,0,0,0,68,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,82.45,40,0,TRUE
1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,53.5,0,1,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1,0,1,FALSE
1,0,0,1,28,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,54.4,-6.6,0,TRUE
0,0,0,0,39,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,58.6,-60.9,0,TRUE
1,0,0,0,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,84.8,-44.05,0,TRUE
0,0,1,0,71,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,61.4,-49.05,0,TRUE
1,1,1,0,30,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,79.65,-24.35,1,TRUE
0,0,1,0,55,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,94.45,-121.65,0,TRUE
0,0,0,0,58,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,79.8,-101.55,0,FALSE
0,0,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,54.2,37.25,1,TRUE
1,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,74.05,12,0,FALSE
1,0,0,0,26,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,49.15,-40.6,0,FALSE
0,0,1,0,72,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,113.65,-0.05,0,TRUE
0,0,0,1,43,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,106,-25.7,0,TRUE
1,0,1,1,72,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,103.4,-72.15,1,TRUE
1,0,1,0,72,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,100.55,85.5,0,TRUE
1,0,1,0,36,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,95.4,39.8,0,TRUE
1,0,0,0,5,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,75.15,16.9,0,FALSE
0,0,0,0,13,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,84.45,-39.25,1,TRUE
0,1,0,0,44,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,89.15,68.15,0,TRUE
0,1,1,1,70,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,107.9,-77.15,0,TRUE
0,1,1,0,32,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,85.95,-121.8,1,TRUE
0,1,0,0,16,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,59.4,73.5,1,TRUE
1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,69.95,86.3,0,TRUE
1,0,1,1,68,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,82.85,142.65,0,TRUE
0,0,1,1,26,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,38.85,15.05,0,TRUE
0,0,0,0,29,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,30.6,-31.05,1,FALSE
1,0,1,0,70,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,95,-47.1,0,TRUE
1,0,1,0,24,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,74.4,-72.7,0,TRUE
0,1,1,0,72,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,78.45,33.85,0,TRUE
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,74.3,0,0,TRUE
1,0,1,0,70,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,51.05,61.65,0,TRUE
0,1,0,0,38,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,99.55,-48.65,1,TRUE
0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70,-45.5,1,TRUE
0,0,1,1,41,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,109.1,-18.85,0,TRUE
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,45.3,0,1,TRUE
1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,29.85,15.9,1,TRUE
1,0,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,76.45,47.25,0,TRUE
1,1,0,0,2,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,95.1,-9.95,1,FALSE
1,0,1,1,13,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,72.8,-16.35,0,TRUE
0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,76.65,27,1,TRUE
0,0,1,1,5,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,99.15,-30.7,1,TRUE
0,0,1,0,15,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,101.75,143.15,0,TRUE
0,0,0,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,75.45,-1.05,0,TRUE
0,0,0,0,8,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,64.1,-8.75,0,TRUE
1,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.65,4.15,0,TRUE
1,0,1,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.1,25.05,0,TRUE
0,0,0,0,26,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,95.85,-16.75,0,TRUE
0,0,0,0,23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,54.4,-1.95,0,FALSE
0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,72.75,26.75,0,FALSE
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44.95,26.45,1,FALSE
1,0,1,0,18,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,49.55,-13.55,1,TRUE
1,1,0,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,94.85,51.2,0,TRUE
0,0,1,1,69,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,46.25,-69.85,0,TRUE
1,0,0,0,19,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,69.6,72.15,0,FALSE
1,1,0,0,39,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,90.7,-124.05,0,TRUE
1,0,0,0,31,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,101.4,0.25,0,TRUE
1,0,1,0,14,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,48.8,-18.8,0,FALSE
0,0,1,0,64,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,74.35,1.15,0,TRUE
1,0,1,1,52,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,68.75,-92.15,0,FALSE
1,0,0,0,28,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,100.2,-117.15,0,FALSE
1,0,0,1,25,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,95.9,51.25,1,FALSE
1,0,1,0,58,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,45,79.35,0,TRUE
1,1,1,0,17,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,81.5,-56.3,1,TRUE
1,0,1,1,72,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,48.9,6.2,0,TRUE
1,0,1,0,52,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,84.1,-24.55,1,TRUE
0,0,1,0,64,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,81.3,-73.9,0,FALSE
0,0,1,0,45,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,95.2,1.8,0,TRUE
1,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,36.45,-15.65,1,TRUE
0,0,1,0,71,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,83.3,-19.8,0,TRUE
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.05,0,1,TRUE
1,0,1,1,34,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,89.85,36.85,0,FALSE
0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,49.85,-33.25,1,TRUE
1,0,1,1,66,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,54.65,25.1,0,TRUE
1,1,0,0,12,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,29.35,29,0,TRUE
0,1,1,0,43,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,55.55,-46.45,1,FALSE
0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,80.55,-71.05,0,FALSE
0,0,1,1,22,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,69.5,-30.8,1,TRUE
1,0,1,0,40,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,106,-61.35,0,FALSE
1,0,1,0,54,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,104.3,-354.05,1,TRUE
0,0,0,0,50,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,79.6,44.2,0,FALSE
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,55.25,0,0,TRUE
0,0,1,0,72,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,88.05,181.2,0,TRUE
0,0,1,1,72,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,117.6,-158.3,0,FALSE
1,0,1,0,48,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,70.55,34.1,0,TRUE
0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,93.85,0,1,TRUE
0,0,1,1,64,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,65.8,-143.2,0,TRUE
1,0,1,0,40,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,80,-31.25,0,TRUE
0,0,1,1,41,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,35.4,-39,0,TRUE
1,1,0,0,51,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,79.6,-84.9,0,TRUE
1,0,1,0,41,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,80.25,148.75,0,TRUE
0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50.45,0,1,FALSE
1,0,0,0,68,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,79.6,48.65,0,TRUE
1,0,1,0,70,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,77.3,87.2,0,TRUE
1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,29.75,7.6,0,TRUE
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,44.9,21.25,0,TRUE
1,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,29.8,5,0,TRUE
0,0,0,0,7,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,74.65,-1.45,1,FALSE
0,0,0,0,13,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,71.95,-11.5,0,TRUE
1,0,1,1,12,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,56.3,-46.95,0,TRUE
1,0,1,1,53,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,105.25,-1.95,0,TRUE
0,0,0,0,12,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,94.2,-84.3,1,TRUE
0,0,0,0,15,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,84.45,21.1,0,TRUE
1,0,1,1,36,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,53.65,7.95,0,TRUE
1,1,1,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,29.9,-1.35,0,FALSE
0,0,0,0,61,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,43.7,30.85,0,TRUE
1,0,0,0,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,55.3,-9.45,0,TRUE
1,0,0,0,16,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,49.45,7.8,0,TRUE
0,0,1,0,54,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,106.55,9.6,1,TRUE
0,0,0,0,19,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,39.7,-44.25,0,TRUE
1,0,0,0,10,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,54.5,23.2,0,FALSE
0,0,1,1,23,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,83.8,-27.15,1,FALSE
1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55.15,-6.3,1,FALSE
0,0,0,0,72,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,111.6,-22.45,0,TRUE
1,1,1,0,10,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,86.65,-9.85,1,TRUE
0,0,1,1,10,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,55.55,-4.2,0,TRUE
0,1,0,0,37,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,106.75,107,1,FALSE
1,0,1,1,17,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,62.1,40.95,0,FALSE
0,0,1,1,36,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,104.5,-77.05,0,TRUE
1,1,0,0,17,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,101.8,21.85,0,TRUE
0,1,1,1,66,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,110.6,-88.75,0,TRUE
1,0,1,1,61,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,84.9,85.6,0,TRUE
1,0,0,0,22,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,93.2,106.9,0,TRUE
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,24.4,0,0,TRUE
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.55,10.65,0,TRUE
1,0,0,0,31,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,78.45,3.2,1,FALSE
0,0,1,1,68,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,85,-172.25,0,TRUE
0,0,1,1,34,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,87.45,-99.15,1,TRUE
0,0,1,1,52,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,85.8,-28.3,0,TRUE
0,0,0,1,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,91.1,53.35,0,FALSE
1,0,1,1,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.75,-76.95,1,FALSE
1,0,1,1,24,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,74.8,26,0,TRUE
0,0,0,0,4,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,100.85,-4.15,0,TRUE
1,1,1,0,12,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,101.35,2.35,1,TRUE
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,81.7,0,1,TRUE
1,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.25,-81.1,1,TRUE
0,0,0,0,34,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,105.1,61.4,0,TRUE
0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,79.15,0.65,1,TRUE
0,0,1,1,65,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,79.4,-89.1,0,TRUE
1,0,1,1,23,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,57.2,107.75,0,FALSE
1,0,1,0,55,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,58.6,-154.4,0,TRUE
1,0,1,0,49,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,94.8,45.45,0,TRUE
1,0,1,0,60,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,102.5,7.6,0,TRUE
1,0,0,0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,84.9,-26.95,0,TRUE
1,0,1,0,67,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,69.2,35.25,0,TRUE
1,1,0,0,35,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,95.45,133.3,1,TRUE
1,0,1,1,19,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,100.95,-42.5,1,TRUE
0,0,0,1,41,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,88.5,16.55,0,TRUE
0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,35,-4.25,0,TRUE
0,0,1,1,24,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,55.15,-3.75,0,FALSE
0,0,0,0,5,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,50.95,-25.35,0,TRUE
0,0,0,0,5,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,64,50.25,0,TRUE
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.1,0,1,TRUE
0,0,1,1,72,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,80.2,-60.2,0,TRUE
0,0,0,0,24,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,49.3,50.05,0,FALSE
0,0,1,0,42,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,84.35,28.9,0,TRUE
1,0,0,0,68,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,117.2,66.35,0,TRUE
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.6,0,1,FALSE
1,0,0,0,31,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,103.45,-140.5,1,TRUE
0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,77.95,-6.25,1,FALSE
1,1,1,0,69,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,109.95,47.7,0,TRUE
1,1,0,0,38,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,94.75,52.5,0,FALSE
0,0,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,80,1.3,0,FALSE
0,0,1,1,48,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,79.65,47.1,0,FALSE
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,78.45,0,1,TRUE
0,0,0,0,48,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,44.8,-45.85,0,TRUE
0,0,0,0,37,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,80.05,57.25,0,TRUE
1,1,1,0,66,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,107.35,-33.15,0,TRUE
0,0,1,0,26,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,47.85,-53.6,0,TRUE
1,0,1,0,63,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,70.8,-11.6,0,FALSE
1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.5,-39.75,1,TRUE
0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,70.75,5.4,1,TRUE
1,1,1,0,18,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,59.1,-52.75,0,TRUE
0,1,0,0,9,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,84.45,2.45,1,TRUE
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,75.55,0,0,FALSE
1,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,85.65,-3.7,1,TRUE
1,1,0,0,38,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,70.15,-168.35,1,TRUE
1,0,1,0,66,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,95.3,-16.4,0,TRUE
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.25,0,0,FALSE
0,0,1,0,18,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,50.3,3.35,0,TRUE
1,1,0,0,51,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,97.8,-74.5,1,TRUE
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0,1,FALSE
0,0,0,0,41,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,106.3,85.15,1,TRUE
0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75.35,37.2,0,TRUE
0,0,0,0,12,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,89.4,22.85,1,TRUE
0,0,1,1,68,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,88,177.9,0,FALSE
0,1,0,0,5,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,83.15,30.3,1,TRUE
