Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,sample,FixedCharges,TenureCat.00.06,TenureCat.06.12,TenureCat.12.24,OneYearContract,TwoYearContract,BankTransfer,CreditCard,ECheck
0,0,0,0,1,1,0,1,0,1,1,1,1,1,85.95,1,FALSE,101.85,0,0,0,1,0,0,1,0
1,0,0,0,1,0,1,0,0,1,0,0,0,1,73.9,1,TRUE,-14.75,1,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1,45.45,0,TRUE,48.15,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,49.2,0,TRUE,5.3,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,1,1,0,1,1,1,109.45,1,TRUE,-203.55,0,0,0,0,1,1,0,0
1,0,1,0,1,0,0,1,1,1,1,1,1,1,83.25,0,TRUE,-156.3,0,0,0,0,1,0,1,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,72.8,0,FALSE,-99.4,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,1,1,0,1,1,1,1,109.65,0,FALSE,-76.7,0,0,0,0,0,1,0,0
1,0,1,1,1,0,0,0,1,0,1,1,0,0,65,0,TRUE,-81.2,0,0,0,0,0,0,1,0
1,0,1,0,1,1,1,0,1,1,1,1,1,1,114.1,0,TRUE,172.05,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,1,1,1,1,1,1,1,86.95,0,TRUE,52.25,0,0,0,1,0,1,0,0
0,0,0,0,1,1,1,0,1,1,0,1,0,1,94.75,0,TRUE,5.25,0,0,0,1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,25.35,0,FALSE,84.45,0,0,1,0,0,0,1,0
0,0,0,1,1,0,1,0,1,1,1,1,1,1,105.45,0,TRUE,-26.4,0,0,0,0,1,0,0,1
1,0,1,0,1,1,1,0,1,1,0,1,1,1,102.55,0,TRUE,-0.85,0,0,1,0,0,0,0,1
0,0,0,0,1,1,1,0,1,0,0,1,1,1,100.2,1,TRUE,-22.2,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,1,1,0,1,1,1,73.5,0,TRUE,-5.3,0,0,0,0,1,0,1,0
0,0,1,1,1,0,1,0,1,0,0,0,0,1,74.05,1,TRUE,10.65,0,0,1,0,0,1,0,0
1,0,1,0,1,1,1,0,1,0,0,1,1,1,98.25,0,TRUE,-53.8,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,1,1,1,54.4,0,TRUE,24.45,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,0,0,1,0,1,1,1,101.55,1,TRUE,-6.3,1,0,0,0,0,1,0,0
1,0,1,1,1,0,1,0,0,1,1,1,1,0,103.1,0,TRUE,42.55,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,1,0,0,1,0,0,0,34.2,0,TRUE,37.8,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,43.75,0,FALSE,11.95,0,1,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,111.95,1,TRUE,-55.05,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,0,1,0,0,1,1,1,100.65,0,TRUE,201.65,0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,1,0,1,0,1,1,1,55.95,1,TRUE,-17.9,0,0,1,1,0,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,116.05,0,FALSE,57.95,0,0,0,0,1,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,45.75,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,0,0,1,1,1,1,1,82,0,TRUE,-48.9,0,0,0,1,0,0,1,0
1,0,1,0,1,1,0,1,1,0,1,0,0,0,65.15,0,TRUE,56.1,0,0,0,0,1,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,44.8,0,TRUE,-3,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,1,0,0,0,0,0,1,79.8,0,FALSE,43.6,0,1,0,0,0,0,0,1
0,0,1,0,1,1,1,0,0,0,1,1,0,1,88.85,0,TRUE,-4.55,0,0,1,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,0,FALSE,-12.45,1,0,0,0,0,0,0,1
0,1,1,0,1,1,1,1,1,0,0,1,1,1,106.85,0,TRUE,-15.8,0,0,0,1,0,1,0,0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,74.95,1,TRUE,-8.95,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,80.15,1,FALSE,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,1,0,1,1,1,1,1,1,109.25,1,TRUE,243.8,0,0,0,1,0,0,0,1
1,0,1,0,1,1,0,1,0,0,0,0,0,0,56.1,0,TRUE,30.65,0,0,0,1,0,0,1,0
0,1,0,0,1,0,0,0,1,0,0,0,0,1,51.3,0,TRUE,60.25,0,1,0,0,0,0,0,0
0,0,1,0,1,1,1,1,1,1,1,1,1,0,118.6,0,TRUE,-74.75,0,0,0,0,1,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,115.5,0,TRUE,109.15,0,0,0,0,1,0,0,1
0,1,1,0,1,1,1,1,1,1,0,1,1,1,109.1,0,TRUE,-25.25,0,0,0,0,0,0,0,1
1,0,1,0,1,1,1,0,1,1,1,1,1,1,111.3,0,TRUE,110.1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.9,0,FALSE,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,1,0,0,1,80.6,0,TRUE,76.3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.2,1,FALSE,3.35,1,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,0,1,0,0,78.8,1,FALSE,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,1,1,1,0,0,89.95,0,TRUE,-26.65,0,0,1,0,0,0,0,0
0,1,1,0,1,1,1,1,1,1,1,1,1,1,116.05,0,FALSE,-37.1,0,0,0,0,1,1,0,0
0,0,0,0,1,1,1,0,1,1,0,1,1,1,106.4,1,TRUE,127.15,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,49.4,1,TRUE,-14.4,0,0,1,0,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,1,0,115.25,0,TRUE,-156.55,0,0,0,0,1,0,1,0
0,0,1,0,1,0,1,1,0,1,0,0,0,1,81.25,0,TRUE,-154.3,0,0,0,1,0,0,1,0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,69.95,0,TRUE,4,1,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,69.1,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,0,1,0,0,0,0,1,1,1,90.2,1,FALSE,-27.45,0,0,1,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,1,1,93.55,1,TRUE,-24.9,1,0,0,0,0,1,0,0
1,0,0,0,1,1,1,0,0,1,1,0,0,1,86.4,0,TRUE,37.6,0,0,0,0,1,0,1,0
0,0,1,0,1,1,0,1,1,1,0,0,0,0,66.3,0,TRUE,-31.75,0,0,1,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,1,1,94.65,0,FALSE,-262.55,0,0,0,0,0,0,1,0
1,0,0,0,1,0,1,0,0,0,0,0,1,1,80.85,1,FALSE,0,1,0,0,0,0,0,0,0
0,0,1,1,1,1,1,0,0,0,0,0,1,1,82.05,1,TRUE,91.55,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,0,1,0,1,0,1,0,72.1,0,TRUE,-9.3,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,34.7,0,TRUE,1.85,0,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,1,0,1,1,1,95.95,0,TRUE,18.4,0,0,1,0,0,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,1,44.8,0,TRUE,-9.15,0,0,0,1,0,1,0,0
0,0,1,1,1,1,1,1,0,1,1,1,1,1,109.4,0,TRUE,-48.2,0,0,0,1,0,0,0,1
0,0,1,0,1,0,0,1,1,0,1,0,1,1,71.05,0,TRUE,61.45,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,0,1,0,0,0,1,78.55,1,TRUE,-7.55,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,0,1,0,0,0,40.25,0,TRUE,8.95,0,1,0,1,0,0,0,0
1,0,0,0,1,0,0,1,0,1,1,0,1,1,68.25,0,TRUE,-37.3,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,50.95,0,FALSE,21.15,1,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0,1,0,78.65,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,25.15,0,TRUE,-9.5,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,42.9,1,FALSE,0,1,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,0,44,0,TRUE,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1,0,0,0,34.25,1,TRUE,36.6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,1,1,1,0,58.5,1,TRUE,13.35,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,55.8,0,TRUE,21.4,1,0,0,0,0,0,1,0
0,0,1,1,1,0,1,0,0,0,0,1,1,0,88.9,0,FALSE,-10.4,0,0,0,1,0,1,0,0
0,0,0,1,1,1,0,1,0,0,0,0,0,0,57.65,0,TRUE,-45,0,0,1,0,0,0,0,0
1,1,0,0,1,1,1,0,0,0,0,1,1,1,96.2,1,TRUE,4.45,0,0,0,0,0,0,0,1
1,0,1,0,1,1,0,1,1,1,1,1,0,0,79.15,0,FALSE,-4,0,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,1,1,1,1,1,1,108.05,0,TRUE,27,0,0,0,0,1,0,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,74.4,1,TRUE,-12.3,1,0,0,0,0,0,0,1
1,1,1,0,1,1,1,0,0,0,0,1,1,1,94.8,0,TRUE,-47.7,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,45.9,0,TRUE,1.3,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,0,1,1,0,1,1,1,105.3,1,FALSE,-86.6,1,0,0,0,0,0,0,1
1,0,1,0,1,1,1,0,0,1,0,1,1,0,102.6,0,FALSE,-167.05,0,0,0,0,1,0,0,1
1,0,1,0,1,1,1,0,0,0,0,0,0,1,73.85,1,FALSE,102.6,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0,0,1,1,61.35,0,FALSE,25.85,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,57.55,0,TRUE,-11.2,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,29.25,0,TRUE,-7.05,0,1,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,0,1,1,84.55,1,TRUE,55,0,1,0,0,0,0,0,1
0,0,1,1,1,1,1,1,0,1,1,1,1,0,111.75,0,TRUE,-87.7,0,0,0,0,1,0,1,0
0,1,1,0,1,1,1,0,1,1,0,1,1,1,106.5,0,TRUE,83.85,0,0,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,107.7,0,TRUE,165.4,0,0,0,0,1,0,1,0
1,0,1,1,1,0,1,0,0,0,0,0,0,1,69.95,0,FALSE,0,1,0,0,0,0,0,1,0
1,0,1,1,1,0,0,1,0,0,1,0,1,0,63.7,0,TRUE,87.95,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,50.9,0,TRUE,8.05,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,1,0,1,1,1,1,1,60.4,0,TRUE,43.35,0,0,0,1,0,0,1,0
1,0,1,0,1,1,0,1,0,1,0,1,1,0,79.25,0,TRUE,-20.45,0,0,0,1,0,0,0,0
0,1,0,0,1,1,1,0,0,0,0,0,1,1,85.8,1,FALSE,11.5,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.45,1,TRUE,-11.2,1,0,0,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,1,1,1,1,110.1,0,TRUE,-230.6,0,0,0,0,1,0,1,0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,90.7,0,FALSE,-34.45,1,0,0,0,0,0,0,0
1,0,0,0,1,1,1,0,1,1,0,1,1,1,105.7,1,TRUE,19.9,0,0,0,0,0,0,0,1
0,1,0,0,1,1,1,0,0,0,0,0,1,0,85.2,0,FALSE,14.15,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,24.25,1,TRUE,0,1,0,0,0,0,0,0,1
1,1,1,0,1,0,0,1,1,0,0,0,0,1,54.55,0,TRUE,-47.7,0,0,1,0,0,1,0,0
1,0,1,0,1,1,1,1,1,1,1,0,0,0,96.6,0,FALSE,48.65,0,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,76.5,1,TRUE,-3.55,0,1,0,0,0,0,0,1
1,0,0,0,1,1,0,1,1,1,1,1,0,1,81.15,0,TRUE,-12.45,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,1,0,0,0,0,1,1,38.5,0,FALSE,22.8,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,1,1,1,92.9,0,TRUE,36.85,0,0,1,0,0,0,0,1
0,0,0,0,1,1,1,0,1,0,1,0,1,1,93.5,1,TRUE,-11.8,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,1,1,1,0,1,1,0,84.7,0,FALSE,62.05,0,0,0,0,1,0,0,0
0,0,0,1,1,1,0,1,1,0,1,0,0,0,66,0,TRUE,271.5,0,0,0,0,1,0,0,1
0,1,1,0,1,1,1,0,1,0,0,1,1,1,101.5,1,TRUE,-107.9,0,0,0,1,0,0,1,0
1,0,0,1,1,0,1,1,0,0,0,0,0,1,74.9,1,TRUE,-28.65,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,1,61.45,0,TRUE,-108.85,0,0,0,0,1,0,1,0
1,0,1,1,1,0,0,1,1,0,0,0,0,0,54.5,0,TRUE,12.15,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,69.6,1,TRUE,-7.55,1,0,0,0,0,0,0,1
0,1,0,0,1,1,1,0,0,1,0,1,1,1,99.75,0,FALSE,145.75,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,0,1,1,1,1,1,1,109.75,0,FALSE,-38.1,0,0,0,0,1,1,0,0
1,0,1,1,1,1,0,1,1,1,1,1,0,1,80.85,0,TRUE,-93.75,0,0,0,0,1,1,0,0
1,0,1,0,1,1,0,1,1,1,1,0,0,1,67.8,0,TRUE,-76.95,0,0,0,0,1,1,0,0
0,0,1,1,0,0,0,0,0,1,1,1,1,1,56.15,0,TRUE,35.3,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,1,1,1,1,1,1,86.7,0,TRUE,-152.6,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,50.55,1,TRUE,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,1,54.35,0,TRUE,8.35,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,1,1,1,0,1,1,0,108.1,0,FALSE,218.1,0,0,0,0,0,0,1,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,54.45,0,FALSE,-66.7,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.35,0,TRUE,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,1,0,0,0,0,59,0,TRUE,2.45,0,0,0,1,0,0,0,0
0,0,1,1,1,0,0,1,1,1,0,1,0,0,69.45,0,TRUE,-9.1,0,1,0,1,0,0,0,1
1,0,0,0,1,1,1,0,1,0,0,1,1,1,100.55,1,TRUE,7.85,0,0,1,0,0,0,0,1
1,1,1,0,0,0,0,1,1,1,1,1,1,1,64.95,0,FALSE,-130.4,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.05,0,TRUE,14.6,0,1,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,1,0,0,0,1,74.8,1,TRUE,22.7,1,0,0,0,0,1,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,114.3,0,TRUE,-171.05,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.45,1,TRUE,-6.2,0,0,1,0,0,0,0,1
1,0,0,0,1,0,1,1,1,1,1,1,1,0,109.2,0,TRUE,170.15,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,45.05,0,TRUE,37.3,0,0,0,0,1,1,0,0
0,0,0,1,1,0,0,0,0,0,1,0,0,1,51,0,FALSE,31.8,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0,1,1,1,1,1,1,110.45,0,TRUE,30.1,0,0,0,0,1,1,0,0
1,1,1,1,1,1,1,0,1,1,0,0,0,1,84.65,0,TRUE,-72.6,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,1,1,0,1,0,0,0,60.05,0,FALSE,-29.3,0,0,0,1,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,44.65,0,TRUE,11.95,0,1,0,0,0,1,0,0
1,0,1,1,1,1,1,0,1,0,1,0,1,1,93.25,0,TRUE,-217.3,0,0,0,0,0,1,0,0
1,0,0,0,1,1,1,0,0,0,0,1,1,1,94.1,0,TRUE,42.6,0,1,0,0,0,0,0,1
1,0,1,1,0,0,0,1,0,1,0,0,0,0,34.8,0,TRUE,-72.9,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,1,1,1,1,1,60.75,0,TRUE,98.9,0,0,0,0,1,1,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,51.35,0,TRUE,5.55,1,0,0,0,0,0,0,1
1,1,1,0,0,0,0,1,0,1,1,1,1,1,64.05,0,TRUE,107.9,0,0,0,0,1,0,1,0
0,0,1,0,1,1,0,0,1,1,1,1,1,1,84.8,0,TRUE,-18.45,0,0,0,0,1,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,71,1,TRUE,-80,0,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,50.15,0,TRUE,-67.5,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,0,1,0,1,0,1,94.6,0,FALSE,-105.7,0,0,0,0,1,0,1,0
0,0,1,1,0,0,0,1,0,1,1,1,1,0,59.75,0,TRUE,158.85,0,0,0,0,1,0,0,0
0,1,1,0,1,1,1,0,0,0,1,1,1,0,100.25,0,FALSE,142.35,0,0,0,1,0,0,0,1
1,1,1,0,1,1,1,0,1,0,0,1,1,1,98.9,0,TRUE,44.5,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,0,1,0,0,1,1,1,97.7,0,TRUE,-164.7,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,0,1,0,1,0,1,40.3,1,FALSE,-36.05,0,0,0,0,0,0,0,1
1,1,0,0,1,1,0,1,1,0,0,0,0,0,60.25,0,TRUE,0.2,0,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,1,1,0,1,1,1,56.25,0,TRUE,-146.55,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,1,0,0,0,1,0,46.2,0,FALSE,-62.85,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,1,1,1,50.6,1,TRUE,3.55,1,0,0,0,0,0,0,1
0,0,1,1,1,1,1,0,0,1,1,0,0,1,84.85,1,FALSE,-90.95,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,1,1,0,65.7,1,FALSE,2.95,1,0,0,0,0,0,0,0
1,0,1,1,1,1,0,0,0,1,0,0,1,0,63.35,0,TRUE,-11.8,0,0,0,0,1,0,1,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,50.1,0,TRUE,8.1,0,0,1,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,70.5,1,FALSE,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,1,1,0,0,1,1,94.85,1,TRUE,4.95,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,50.15,0,TRUE,0,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,1,1,0,1,0,0,1,64.65,0,FALSE,45.15,0,0,0,1,0,1,0,0
0,0,1,0,1,0,0,1,1,0,1,1,1,1,79.6,0,TRUE,103,0,0,0,0,1,1,0,0
1,0,1,1,1,0,1,1,0,0,1,1,1,1,99.55,0,TRUE,-101.4,0,0,0,0,1,0,0,1
1,1,1,0,1,1,1,0,0,0,0,0,0,1,74,0,FALSE,-17.6,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,1,0,1,38.9,0,FALSE,42,0,0,1,0,0,0,0,1
1,1,0,0,1,0,1,0,0,0,0,0,1,1,79.55,0,TRUE,2.6,0,1,0,0,0,0,0,1
1,0,1,1,1,0,0,1,1,0,0,1,0,1,65.45,1,FALSE,21.3,0,0,1,0,0,0,0,1
1,1,1,0,1,1,1,0,0,1,0,1,1,1,98.7,1,TRUE,88,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,1,0,0,0,1,1,46.3,0,TRUE,92.95,0,0,0,0,0,1,0,0
1,0,1,0,1,1,1,1,1,1,0,1,0,1,99.35,0,TRUE,-10,0,0,0,0,1,0,1,0
0,1,1,1,1,1,1,0,0,0,0,1,1,1,95.8,0,FALSE,5.1,0,0,1,0,0,0,0,1
1,0,1,1,1,0,0,1,0,1,1,1,0,1,67.5,1,TRUE,59.05,0,0,1,1,0,1,0,0
0,0,1,0,1,1,1,1,0,0,0,0,0,1,78.15,0,TRUE,-16.35,0,1,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,69.6,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,0,1,1,0,1,0,1,1,1,1,0,84.35,1,TRUE,-73.8,0,0,0,1,0,0,0,1
0,1,1,0,1,1,1,0,1,0,0,1,1,1,100.2,1,TRUE,38.05,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,78.05,1,FALSE,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,1,40.35,0,FALSE,-23.45,0,0,0,1,0,0,1,0
0,0,1,0,1,1,0,1,1,1,1,1,0,0,79.2,0,TRUE,-300.5,0,0,0,0,1,0,1,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,73.6,1,FALSE,4.8,0,1,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.75,1,TRUE,33.85,0,1,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,49.9,0,TRUE,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,1,0,1,1,68.9,0,TRUE,-7.65,0,0,1,0,0,0,1,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,76,0,TRUE,11.25,0,0,0,0,0,0,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,74,0,FALSE,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,1,0,0,1,0,0,1,82.3,0,TRUE,-32.5,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1,0,1,0,1,0,1,89.4,0,TRUE,83.15,0,0,1,0,0,1,0,0
1,0,0,1,1,0,1,0,1,0,1,1,1,1,99.15,0,TRUE,-174.4,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.45,0,TRUE,-15.25,1,0,0,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,1,59.15,0,TRUE,-18.2,1,0,0,0,0,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,44.75,0,TRUE,20.4,0,1,0,0,0,0,0,1
1,0,1,1,1,1,1,0,0,1,0,0,1,1,90.8,0,TRUE,-25.8,0,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,1,0,0,0,0,1,49.55,0,TRUE,-2.95,0,1,0,0,0,1,0,0
0,0,1,1,1,1,1,1,0,0,1,1,1,0,106.7,0,TRUE,-139.4,0,0,0,0,1,0,1,0
0,1,1,0,1,1,1,0,0,0,0,1,1,1,93.55,1,TRUE,18.85,0,0,1,0,0,0,0,1
0,0,1,0,1,1,1,1,1,0,0,0,1,1,94.45,0,TRUE,121.3,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,25.05,1,FALSE,6.25,1,0,0,0,0,0,0,1
1,0,1,0,1,0,0,1,1,0,1,0,1,0,67.95,0,TRUE,-92.35,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,1,0,1,0,0,65.25,0,TRUE,6.3,0,0,1,1,0,1,0,0
0,0,0,0,1,1,1,1,1,1,0,0,1,1,99.45,0,FALSE,-243.85,0,0,0,0,0,1,0,0
1,0,1,0,1,1,0,1,0,1,1,1,0,0,77.4,0,TRUE,53.75,0,0,0,1,0,1,0,0
1,0,1,0,1,0,1,1,0,1,0,1,1,0,99.7,0,TRUE,49.3,0,0,0,0,1,0,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,74.8,0,TRUE,-20.3,0,0,0,0,0,0,1,0
1,0,1,1,1,0,1,0,0,0,0,0,1,0,78.95,0,TRUE,-18.45,0,0,0,1,0,1,0,0
1,1,1,0,1,1,1,0,1,1,0,0,1,1,95.55,1,TRUE,-69.65,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,1,0,0,0,62.85,0,TRUE,88.45,0,0,0,1,0,0,1,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,71.55,0,TRUE,-5.35,0,0,0,0,0,0,1,0
0,1,1,0,1,1,1,0,0,0,0,1,1,1,94.95,0,TRUE,-43.8,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,0,1,86.1,0,FALSE,-150.65,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,1,0,1,39.3,1,TRUE,-128.65,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,0,0,1,0,1,0,1,84.05,0,FALSE,52.25,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,36.25,0,TRUE,11.5,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.9,1,TRUE,-9.9,0,0,1,0,0,0,0,1
1,0,0,0,1,1,1,0,1,0,0,1,1,0,98.6,0,TRUE,59.45,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,0,1,1,0,1,1,1,103.65,0,TRUE,-24.1,0,0,0,0,0,0,1,0
0,0,1,1,1,1,0,1,1,1,1,1,1,1,92.9,0,TRUE,34.85,0,0,0,0,1,0,1,0
