"","Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","MonthlyCharges","Churn","sample","FixedCharges","TenureCat.00.06","TenureCat.06.12","TenureCat.12.24","OneYearContract","TwoYearContract","BankTransfer","CreditCard","ECheck"
"4220","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","No",75.15,"No",TRUE,165.45,"0","0","0","1","0","0","0","1"
"4223","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",112.2,"No",TRUE,-17.1499999999996,"0","0","0","1","0","0","1","0"
"4224","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.3,"No",TRUE,9.50000000000003,"1","0","0","0","0","0","0","0"
"4227","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",75.85,"Yes",TRUE,29.05,"1","0","0","0","0","0","0","1"
"4228","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","No",80.65,"No",TRUE,-22.3000000000002,"0","0","0","0","1","1","0","0"
"4229","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",68.5,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4230","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",115.75,"No",TRUE,109.700000000001,"0","0","0","0","1","0","1","0"
"4231","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Yes",73.5,"Yes",TRUE,-16.75,"0","1","0","0","0","0","0","1"
"4232","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","No",80.6,"No",TRUE,-14.3999999999996,"0","0","0","0","1","1","0","0"
"4233","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.95,"Yes",FALSE,0,"1","0","0","0","0","0","0","0"
"4234","Female","No","Yes","No","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","No",59.55,"No",TRUE,51.1500000000001,"0","0","0","0","1","1","0","0"
"4236","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","No",95.65,"No",TRUE,115.349999999999,"0","0","0","1","0","0","0","1"
"4238","Male","No","No","No","Yes","No","DSL","No","No","Yes","No","Yes","Yes","Yes",70.05,"Yes",TRUE,-3.85000000000002,"1","0","0","0","0","0","0","1"
"4240","Male","No","Yes","Yes","No","No","DSL","No","Yes","Yes","No","No","No","Yes",36.1,"No",TRUE,-50.1000000000001,"0","0","0","1","0","0","1","0"
"4241","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",94,"Yes",TRUE,21.65,"0","1","0","0","0","0","0","1"
"4242","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No","No",61.15,"Yes",TRUE,76.75,"0","0","1","0","0","0","0","0"
"4244","Female","No","No","Yes","Yes","No","DSL","Yes","No","No","Yes","Yes","No","Yes",64.1,"No",TRUE,-103.65,"0","0","0","0","0","0","1","0"
"4247","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Yes",110.2,"No",TRUE,-26.1000000000004,"0","0","0","0","1","0","0","1"
"4248","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",106.35,"No",TRUE,-76.3999999999996,"0","0","0","0","1","0","1","0"
"4249","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","No",90.55,"No",TRUE,45.8000000000002,"0","0","0","0","0","0","0","1"
"4250","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","No","No","Yes","Yes",65.9,"No",FALSE,1.04999999999995,"0","1","0","1","0","0","0","0"
"4251","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","No",104.5,"No",TRUE,7.30000000000018,"0","0","0","1","0","0","1","0"
"4252","Female","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes",52.5,"No",TRUE,-51.8499999999999,"0","0","1","0","1","0","0","0"
"4253","Female","No","No","No","Yes","Yes","DSL","No","No","Yes","No","No","No","Yes",56.1,"No",FALSE,-32,"0","0","1","0","0","0","0","0"
"4254","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Yes",88.75,"No",FALSE,-67.3499999999999,"0","0","1","0","0","0","0","1"
"4255","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Yes",84.45,"Yes",FALSE,18.0499999999997,"0","0","0","0","0","0","0","1"
"4256","Male","No","Yes","No","Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Yes",75.3,"Yes",TRUE,10.5500000000001,"0","0","1","1","0","0","0","0"
"4258","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","No",99.4,"No",FALSE,154.4,"0","0","0","0","0","0","0","1"
"4259","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",109.55,"Yes",TRUE,119.6,"0","0","0","1","0","0","0","0"
"4261","Male","No","Yes","Yes","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","No",73.15,"No",TRUE,15.9499999999998,"0","0","0","1","0","0","0","1"
"4262","Male","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","No","Yes",54.65,"No",TRUE,19.6500000000001,"0","0","0","1","0","0","0","0"
"4263","Male","Yes","No","No","Yes","No","DSL","Yes","No","Yes","No","Yes","No","No",66.4,"Yes",TRUE,-38.25,"1","0","0","0","0","1","0","0"
"4264","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",115.55,"No",TRUE,-7.20000000000073,"0","0","0","0","1","0","1","0"
"4265","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.45,"No",TRUE,59.1500000000005,"0","0","0","0","0","0","0","1"
"4266","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",100.05,"Yes",TRUE,268.599999999999,"0","0","0","0","0","0","1","0"
"4267","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","No",102,"Yes",FALSE,205.25,"0","0","0","1","0","0","0","1"
"4268","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",91.15,"No",TRUE,75.0999999999995,"0","0","0","0","1","1","0","0"
"4269","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Yes",89.7,"No",TRUE,26.0999999999999,"0","0","0","1","0","0","0","1"
"4270","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","No",90.2,"Yes",FALSE,-79.25,"0","0","1","0","0","0","1","0"
"4271","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",92.4,"No",FALSE,133.3,"0","0","0","0","1","0","0","1"
"4274","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Yes",79.85,"Yes",TRUE,-71.1999999999998,"0","0","0","0","0","0","1","0"
"4277","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Yes",49.6,"Yes",TRUE,15.5,"1","0","0","0","0","0","0","0"
"4279","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",97.05,"No",FALSE,34.5500000000002,"0","0","0","1","0","0","0","1"
"4282","Male","No","No","No","No","No","DSL","Yes","Yes","No","No","No","No","Yes",35,"No",TRUE,32.4000000000001,"0","0","0","0","0","0","0","0"
"4283","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","No",101.25,"No",FALSE,36.1000000000004,"0","0","0","1","0","1","0","0"
"4284","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.2,"No",TRUE,-0.449999999999989,"1","0","0","0","0","0","0","1"
"4285","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","No",90.95,"No",TRUE,-12.4500000000003,"0","0","0","0","0","0","0","1"
"4286","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","No",73.85,"No",FALSE,47.7500000000005,"0","0","0","0","1","0","1","0"
"4287","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Yes",88.05,"No",FALSE,8.85000000000002,"0","1","0","0","0","0","0","1"
"4288","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",105.95,"Yes",TRUE,-17.4499999999998,"0","0","0","1","0","0","1","0"
"4289","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","No",91.85,"Yes",TRUE,-18.4999999999999,"1","0","0","0","0","0","0","1"
"4291","Female","No","Yes","Yes","No","No","DSL","No","No","No","Yes","Yes","No","No",40.1,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4292","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","No",110.3,"No",TRUE,-61.8999999999996,"0","0","0","0","1","1","0","0"
"4293","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",73.9,"Yes",TRUE,-73.75,"0","0","0","0","0","0","0","1"
"4294","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",89.8,"Yes",TRUE,-128.1,"0","0","1","0","0","0","0","0"
"4295","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Yes",85.15,"No",TRUE,-42.7500000000001,"0","1","0","1","0","0","1","0"
"4296","Male","Yes","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes",60.95,"No",FALSE,35.7499999999995,"0","0","0","1","0","1","0","0"
"4297","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","No",72.25,"Yes",TRUE,39.8000000000002,"0","0","0","0","0","0","0","1"
"4298","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","No",73.55,"No",FALSE,39.3499999999999,"0","0","0","0","1","0","0","0"
"4299","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",46,"No",TRUE,32.1,"0","1","0","0","0","0","0","0"
"4300","Female","Yes","No","No","Yes","Yes","DSL","Yes","Yes","No","No","No","No","Yes",58.55,"No",TRUE,21.0000000000002,"0","0","0","0","0","1","0","0"
"4303","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","Yes","No","No",86.35,"No",FALSE,-136.7,"0","0","0","1","0","0","0","0"
"4307","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",110.1,"No",TRUE,65.1000000000004,"0","0","0","0","0","0","1","0"
"4308","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",96.55,"Yes",TRUE,7.95000000000027,"0","0","0","0","0","0","0","1"
"4309","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","No",69.75,"No",TRUE,-14.4000000000001,"0","0","0","0","0","0","0","1"
"4310","Female","No","No","No","No","No","DSL","No","No","Yes","No","Yes","Yes","Yes",50.6,"No",TRUE,-39.9000000000001,"0","0","1","0","0","0","0","1"
"4311","Male","No","No","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",65.6,"No",TRUE,-156.7,"0","0","0","0","1","1","0","0"
"4312","Female","No","No","No","No","No","DSL","No","Yes","No","No","No","Yes","Yes",40.1,"Yes",FALSE,12.6,"0","1","0","0","0","0","1","0"
"4313","Male","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","No",82.1,"No",FALSE,-106.2,"0","0","0","0","1","0","1","0"
"4314","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Yes",79.1,"No",TRUE,-35.55,"0","0","1","0","0","0","0","0"
"4315","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",101.25,"Yes",TRUE,10.1500000000001,"0","0","1","0","0","0","0","1"
"4316","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","No",79.55,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"4317","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",90.65,"No",TRUE,67.25,"0","0","0","0","1","0","0","0"
"4319","Male","No","No","No","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Yes",75.75,"No",TRUE,42.6499999999996,"0","0","0","1","0","1","0","0"
"4320","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",110,"No",TRUE,-11.3500000000004,"0","0","0","1","0","0","1","0"
"4322","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Yes",80.35,"No",TRUE,-66.8,"0","0","1","0","0","1","0","0"
"4323","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.15,"No",TRUE,-16.5,"1","0","0","0","0","0","0","1"
"4324","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","No",84.05,"Yes",TRUE,92.25,"0","0","0","1","0","0","0","1"
"4325","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","Yes","No",67.45,"No",TRUE,33,"0","0","0","0","0","0","0","1"
"4327","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",89.1,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"4328","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.9,"No",FALSE,7.99999999999994,"0","1","0","0","0","0","0","0"
"4329","Female","No","Yes","No","Yes","Yes","DSL","No","No","No","No","No","No","Yes",51.1,"No",TRUE,-55.35,"0","0","1","0","0","0","0","1"
"4330","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","No",94.4,"Yes",TRUE,2.39999999999986,"0","0","1","0","0","0","0","1"
"4331","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Yes",78.25,"Yes",TRUE,4.20000000000005,"0","0","1","0","0","0","0","1"
"4333","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","Yes","No","No","No",60,"No",TRUE,33.9499999999998,"0","0","0","0","1","1","0","0"
"4334","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Yes",90.55,"No",TRUE,122.7,"0","0","0","0","0","0","1","0"
"4335","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","No",76.4,"No",FALSE,-1.70000000000005,"0","1","0","0","0","0","0","1"
"4336","Female","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Yes",84.95,"No",TRUE,-85.45,"0","0","1","0","0","0","0","1"
"4337","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",110.1,"No",TRUE,-180.5,"0","0","0","0","1","1","0","0"
"4338","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",99.65,"No",TRUE,-124.000000000001,"0","0","0","0","0","0","1","0"
"4339","Male","Yes","No","No","No","No","DSL","No","No","Yes","Yes","Yes","No","No",45.4,"No",TRUE,-12.25,"1","0","0","0","0","0","1","0"
"4340","Male","No","Yes","No","Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","No",69,"No",TRUE,47.4499999999998,"0","0","0","1","0","0","1","0"
"4341","Male","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","No","Yes",48.65,"No",FALSE,-8.05000000000001,"1","0","0","0","0","1","0","0"
"4342","Male","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.15,"Yes",FALSE,4.35000000000001,"1","0","0","0","0","0","0","1"
"4343","Female","Yes","No","No","Yes","Yes","DSL","Yes","No","Yes","No","No","No","No",59.85,"No",TRUE,-8.95000000000027,"0","0","0","0","1","1","0","0"
"4344","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",75.75,"Yes",FALSE,0.25,"0","1","0","0","0","0","0","1"
"4345","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Yes",80.65,"No",TRUE,-154.000000000001,"0","0","0","0","1","0","0","1"
"4347","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Yes",66.4,"No",TRUE,-61,"0","0","0","0","0","0","1","0"
"4348","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",100.2,"No",TRUE,28.4499999999998,"0","0","0","0","1","0","0","0"
"4350","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Yes",80.3,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"4351","Male","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.55,"No",TRUE,-7.54999999999995,"0","0","0","0","0","0","1","0"
"4353","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Yes",91.8,"No",FALSE,85.3000000000002,"0","0","0","0","0","0","0","1"
"4354","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Yes",74.9,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4356","Female","No","Yes","No","Yes","Yes","DSL","No","No","No","No","No","No","No",50.35,"No",TRUE,12.45,"1","0","0","0","0","0","0","1"
"4359","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","Yes","Yes","Yes",64.75,"No",FALSE,35.6,"0","0","1","1","0","0","0","1"
"4360","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",98.7,"No",TRUE,-21,"0","0","1","0","0","0","1","0"
"4361","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","No",89.45,"No",TRUE,34.6999999999998,"0","0","0","0","0","0","0","1"
"4362","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes",58.75,"No",TRUE,-7.54999999999995,"0","0","0","1","0","0","0","1"
"4364","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Yes",85.6,"No",TRUE,109.200000000001,"0","0","0","0","0","1","0","0"
"4365","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes",80.3,"No",TRUE,-63.5499999999993,"0","0","0","0","1","0","1","0"
"4366","Male","No","Yes","No","Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","No",79.8,"No",TRUE,6.65000000000055,"0","0","0","0","1","0","1","0"
"4367","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Yes",79.85,"No",TRUE,-58.6499999999999,"0","0","1","0","0","0","0","1"
"4368","Male","Yes","Yes","No","Yes","No","DSL","No","No","Yes","Yes","No","No","No",54.1,"No",FALSE,45.2499999999998,"0","0","0","1","0","0","1","0"
"4369","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80.85,"Yes",FALSE,24,"0","1","0","0","0","0","0","1"
"4370","Male","No","No","No","No","No","DSL","No","No","No","No","No","No","No",24.75,"Yes",TRUE,-7.3,"1","0","0","0","0","0","0","1"
"4371","Female","No","Yes","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","No",80.9,"No",TRUE,16.05,"0","0","1","1","0","0","0","0"
"4376","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",114.3,"No",TRUE,-160.1,"0","0","0","1","0","1","0","0"
"4377","Female","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","Yes",100.3,"No",TRUE,-29.5500000000002,"0","0","0","1","0","0","0","1"
"4378","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80,"No",FALSE,-53.55,"0","0","1","0","0","0","1","0"
"4380","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Yes",89.95,"No",TRUE,-142.3,"0","0","0","0","1","1","0","0"
"4382","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Yes",90.85,"Yes",TRUE,64.2000000000007,"0","0","0","0","0","0","1","0"
"4383","Female","Yes","No","No","Yes","Yes","DSL","No","No","No","No","No","No","No",48.75,"No",FALSE,-15.15,"1","0","0","0","0","0","0","0"
"4384","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","No",80,"No",TRUE,0.199999999999818,"0","0","0","1","0","0","1","0"
"4385","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","No",79.7,"Yes",FALSE,5.59999999999999,"1","0","0","0","0","1","0","0"
"4387","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","No",57.55,"Yes",FALSE,-118.85,"0","0","0","0","1","1","0","0"
"4390","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Yes",100.4,"No",TRUE,-75.75,"0","0","0","0","0","1","0","0"
"4391","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes",57.95,"No",TRUE,-3.10000000000014,"0","0","1","0","0","0","0","0"
"4392","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","No","Yes",59.5,"No",FALSE,-5.45000000000005,"0","1","0","0","0","1","0","0"
"4394","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",86.5,"Yes",TRUE,-7.79999999999995,"0","0","1","0","0","0","0","1"
"4395","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","Yes","No","No","No",59.55,"No",TRUE,13.1499999999999,"0","0","1","0","0","0","0","1"
"4396","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",103.95,"Yes",FALSE,274.349999999999,"0","0","0","0","0","0","0","1"
"4397","Male","Yes","No","No","No","No","DSL","No","No","No","No","No","No","Yes",25.1,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"4398","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Yes",103.95,"No",FALSE,72.4999999999991,"0","0","0","0","1","1","0","0"
"4399","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","No",68.95,"No",TRUE,32.1999999999998,"0","0","0","0","1","0","1","0"
"4400","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Yes",103.1,"No",TRUE,-209.599999999999,"0","0","0","0","0","1","0","0"
"4401","Female","No","Yes","Yes","No","No","DSL","No","No","No","No","No","No","Yes",24.7,"No",TRUE,-23.85,"0","1","0","0","0","0","0","1"
"4402","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",110.2,"No",TRUE,-97.0999999999995,"0","0","0","0","0","0","0","1"
"4403","Male","No","No","No","No","No","DSL","Yes","Yes","No","Yes","Yes","No","Yes",48.95,"Yes",TRUE,-28.2000000000003,"0","0","0","0","0","0","1","0"
"4404","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","No","No","No","No",62.45,"No",FALSE,47.1499999999999,"0","0","0","0","0","1","0","0"
"4405","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Yes",89.55,"No",TRUE,37.9500000000003,"0","0","1","0","0","0","0","1"
"4406","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Yes",83.55,"Yes",TRUE,-23.7499999999999,"1","0","0","0","0","0","1","0"
"4407","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes",78.9,"No",TRUE,57.6499999999996,"0","0","0","0","0","0","1","0"
"4409","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","Yes",71.45,"No",TRUE,-118.55,"0","0","0","0","1","1","0","0"
"4410","Male","Yes","Yes","No","No","No","DSL","Yes","Yes","Yes","Yes","No","No","No",46.35,"No",FALSE,62.5500000000002,"0","0","0","0","1","0","1","0"
"4411","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",94.65,"No",TRUE,-53.25,"0","0","1","0","0","1","0","0"
"4412","Female","No","Yes","No","No","No","DSL","Yes","No","Yes","Yes","No","Yes","Yes",49.9,"No",TRUE,-61.8999999999996,"0","0","0","0","0","1","0","0"
"4414","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",89.15,"Yes",TRUE,-18.6500000000001,"0","0","1","0","0","0","0","1"
"4416","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Yes",66.1,"No",TRUE,65.8500000000004,"0","0","0","0","1","0","1","0"
"4417","Female","No","Yes","No","Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","Yes",75.4,"No",TRUE,40.7499999999998,"0","0","1","0","0","1","0","0"
"4418","Male","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.45,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"4419","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","No","No","No","No",60.3,"Yes",TRUE,66.4000000000005,"0","0","0","1","0","0","1","0"
"4421","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","No",69.35,"No",TRUE,54.8500000000001,"0","0","0","1","0","0","1","0"
"4422","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","No",88.85,"No",TRUE,-20.6499999999996,"0","0","0","0","0","0","0","0"
"4423","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",97,"No",FALSE,111.3,"0","0","0","1","0","1","0","0"
"4424","Male","No","No","No","Yes","No","DSL","No","Yes","Yes","No","Yes","No","Yes",66.4,"No",FALSE,54.1999999999998,"0","0","0","0","0","0","1","0"
"4425","Male","No","No","Yes","No","No","DSL","No","No","No","No","No","No","No",24.75,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4426","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","No",69.2,"No",TRUE,-24.1500000000001,"0","0","1","0","0","0","0","0"
"4427","Female","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Yes",79.5,"No",TRUE,-7.79999999999995,"0","0","1","1","0","0","1","0"
"4428","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","No",100.65,"No",TRUE,-14.1000000000004,"0","0","0","0","1","0","1","0"
"4429","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","No",103.3,"Yes",TRUE,50,"0","0","1","0","0","0","0","1"
"4430","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No",79.7,"No",TRUE,164.3,"0","0","0","0","1","1","0","0"
"4431","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","No",61.4,"No",FALSE,-100.15,"0","0","0","0","0","1","0","0"
